"id","article_id","commande_id"
420,364056,360176
421,312012,360176
422,135012,367196
423,310015,367196
424,,367194
425,295010,365192
426,305014,365192
427,241083,364210
428,,362199
429,322013,362199
430,255028,362199
431,366040,366188
432,248084,364402
433,322145,367025
434,241088,360017
435,285011,360017
436,215061,360017
437,327091,360017
438,,365020
439,249048,358025
440,249050,358025
441,,358025
442,249137,360025
443,246022,364050
444,297055,364050
445,359001,362048
446,327031,367051
447,323133,366053
448,278015,360057
449,320068,355059
450,181007,366067
451,322145,364076
452,323133,364076
453,323098,364076
454,327082,362070
455,359001,358059
456,325075,358059
457,191011,365064
458,322109,365066
459,312011,365066
460,362052,360073
461,244028,365066
462,,367087
463,,367087
464,293010,364093
465,249140,355103
466,293007,355103
467,320047,355103
468,322112,360084
469,249114,360084
470,255036,368002
471,326043,367079
472,327039,358086
473,245037,365109
474,325075,366097
475,364056,364110
476,244119,364110
477,309027,362119
478,270001,364124
479,218063,358111
480,217059,358114
481,325079,358114
482,325075,358114
483,285011,366117
484,323133,362131
485,,362131
486,271078,366118
487,214020,366118
488,241127,365140
489,355040,365140
490,217059,365140
491,247100,367138
492,,366118
493,214041,355143
494,295010,366131
495,215045,364159
496,241083,360145
497,249106,360145
498,244099,360145
499,,360145
500,194018,367158
501,326005,367158
502,325069,366146
503,325075,366144
504,322145,366144
505,312012,366144
506,220024,366148
507,304007,366148
508,183029,358104
509,247098,362172
510,,362172
511,323133,362172
512,330004,362172
513,322145,362172
514,241028,365176
515,310015,358145
516,325042,366162
517,362054,366162
518,,365180
519,247082,365182
520,,360176
521,295010,362185
522,305014,367196
523,,358153
524,323133,367194
525,312012,367194
526,249140,364201
527,241127,364201
528,244099,367196
529,285011,365192
530,323133,364210
531,,362199
532,,362199
533,311010,362199
534,247115,362199
535,362053,355197
536,355040,355197
537,247076,362199
538,219037,366192
539,,358180
540,244119,382155
541,,365020
542,325114,365020
543,295010,367025
544,293010,367025
545,327082,360017
546,321098,365020
547,183029,360025
548,271086,355034
549,243087,358025
550,,355034
551,308020,360019
552,245037,364050
553,243104,360028
554,325075,361002
555,183029,361002
556,355040,367052
557,305014,366053
558,325114,364064
559,221026,360057
560,,360060
561,,366067
562,328003,364076
563,321128,364076
564,325069,358059
565,241127,365064
566,309018,365066
567,359001,367079
568,216059,365071
569,215061,367087
570,305014,364093
571,257014,367079
572,327039,368002
573,257014,365109
574,243092,364109
575,248047,358103
576,183029,367118
577,295008,358059
578,293007,364124
579,183029,366110
580,245037,358114
581,135012,358114
582,293007,366117
583,295004,366117
584,312002,366117
585,364056,366117
586,327039,358119
587,295004,358119
588,293007,358119
589,241116,358119
590,249140,358119
591,241028,366118
592,249075,366118
593,249140,355142
594,295008,366126
595,,367145
596,245037,367145
597,322145,367145
598,,367145
599,321040,362143
600,193010,367158
601,270001,362156
602,247053,362156
603,321022,360150
604,245037,355171
605,221021,362172
606,272005,362172
607,271086,365176
608,245037,365176
609,,365176
610,322088,365176
611,,365176
612,241080,366163
613,304018,366163
614,200006,365180
615,257014,366162
616,272065,364195
617,243070,364195
618,277069,365182
619,255036,365182
620,270071,367194
621,322109,364201
622,295008,365192
623,241040,365192
624,305014,365075
625,325075,358164
626,,364210
627,326085,364210
628,325075,366188
629,215061,366188
630,366055,355202
631,362053,378014
632,,366201
633,215061,378017
634,323060,379020
635,,366204
636,293004,355232
637,,378014
638,325035,379029
639,325075,366217
640,249140,366217
641,214015,378036
642,325075,366225
643,,366225
644,327091,366225
645,328003,366225
646,271092,364255
647,364056,382012
648,,365233
649,321014,364269
650,322088,364269
651,301025,364269
652,308032,364269
653,,378039
654,193010,365263
655,365256,378017
656,255036,378017
657,241116,358238
658,249137,358244
659,246022,365273
660,322112,379041
661,245085,366253
662,257014,366251
663,320010,366253
664,322148,366253
665,323133,382032
666,301025,382032
667,365256,366202
668,321006,379069
669,366040,379069
670,217059,365251
671,,365251
672,241116,365251
673,247115,365292
674,,365251
675,325069,379084
676,277069,364308
677,217059,364308
678,320020,381054
679,,365311
680,304007,379097
681,,366294
682,325075,381076
683,325079,366294
684,241116,382089
685,183029,382089
686,364056,358321
687,255036,382091
688,241086,358321
689,247100,358321
690,246130,358321
691,,382091
692,,382091
693,241127,366308
694,,366308
695,,364247
696,243113,358343
697,241129,358343
698,246034,358343
699,249131,364368
700,321027,382106
701,364056,382106
702,,382091
703,297052,379148
704,220043,366326
705,216019,381119
706,,365386
707,278065,378155
708,366040,378155
709,,379166
710,216059,364382
711,358002,364382
712,277069,381140
713,,381143
714,247033,364388
715,365256,364388
716,,381147
717,325114,366313
718,365318,364396
719,293007,364396
720,326005,358383
721,,364396
722,378101,381159
723,366344,378116
724,381158,358321
725,194022,364402
726,364061,365412
727,364260,365412
728,277059,365412
729,269072,365412
730,278055,366355
731,245101,364409
732,183029,366357
733,244099,382162
734,217059,378180
735,249140,358330
736,323133,364421
737,,382051
738,298023,382051
739,366040,382051
740,362053,364421
741,295008,381188
742,,381188
743,203001,381185
744,322145,382176
745,366344,381188
746,269080,381185
747,305014,381185
748,278015,381185
749,287008,379208
750,278050,382169
751,271092,358425
752,243117,358321
753,321128,364437
754,355040,365279
755,244028,365020
756,278015,365020
757,245037,360017
758,287008,360017
759,217059,360017
760,241127,360017
761,323100,360017
762,313012,360025
763,273044,360025
764,216059,360019
765,249103,358025
766,325079,365032
767,297056,364050
768,243126,366053
769,364056,364064
770,366040,367025
771,277069,366067
772,183029,366067
773,323096,364076
774,351030,362070
775,241061,358059
776,219055,365064
777,295008,365066
778,271086,366076
779,278015,366076
780,,360073
781,285011,367087
782,246066,367087
783,255036,367087
784,322118,367087
785,321128,364093
786,217059,355103
787,364056,355103
788,309027,355103
789,257014,360084
790,,360084
791,322145,360084
792,324052,360084
793,241127,365098
794,218062,368002
795,325075,366090
796,191011,365109
797,323060,360073
798,246079,364109
799,321062,364109
800,295005,365098
801,248101,358103
802,241040,358103
803,312012,367118
804,310017,366105
805,219028,366105
806,,362119
807,183029,366110
808,305014,366110
809,322148,358111
810,,376002
811,219059,366118
812,366040,358119
813,269047,365064
814,243087,366118
815,245037,366118
816,,365140
817,,355142
818,245037,355142
819,216059,355142
820,183029,355143
821,325060,367025
822,325038,367025
823,269019,366132
824,245065,364159
825,362052,364159
826,321014,366132
827,249106,364159
828,309027,355049
829,312012,355049
830,200002,364159
831,323109,364159
832,277056,367158
833,183029,367158
834,359001,366146
835,322112,366146
836,322118,360150
837,310015,358114
838,297055,358114
839,325075,366148
840,287005,367176
841,246068,358145
842,,366097
843,,366162
844,325075,366162
845,265002,358149
846,,360176
847,301025,362185
848,321128,367194
849,323133,358164
850,,364210
851,217059,364210
852,,362199
853,322013,362199
854,257014,362199
855,287004,355197
856,270054,355197
857,362054,366201
858,,378017
859,246088,366201
860,248084,366201
861,326088,366201
862,295010,366201
863,322112,379019
864,321014,379020
865,,366202
866,191011,366204
867,,380008
868,272005,380008
869,216056,365233
870,287004,365233
871,,379040
872,362053,379040
873,241092,379040
874,216064,366225
875,359001,366225
876,,364255
877,309027,379020
878,368001,382012
879,,381014
880,249050,364269
881,217059,378039
882,227002,381024
883,217059,365263
884,310012,365263
885,364056,365265
886,183029,358244
887,293007,365273
888,366055,365273
889,246022,365273
890,243118,366253
891,297055,366253
892,325114,366254
893,,366225
894,255036,382032
895,382013,366201
896,271092,379069
897,246088,379069
898,244028,379069
899,355040,366260
900,220043,358273
901,241025,358273
902,381012,379084
903,366040,379084
904,323100,379084
905,277066,378081
906,,364308
907,305014,364308
908,255036,364308
909,321128,380008
910,323100,380008
911,286005,381054
912,,382053
913,325069,365311
914,183029,365311
915,244106,379097
916,304009,379097
917,245053,366294
918,305014,366294
919,313012,382089
920,293007,365352
921,247015,382091
922,,366308
923,241092,366308
924,364333,381097
925,362054,366310
926,308016,366310
927,364056,381076
928,183029,379143
929,325069,382106
930,,379147
931,277069,379148
932,325079,366326
933,355040,365282
934,183029,358357
935,217059,381124
936,321075,379158
937,315021,365386
938,330004,381093
939,,381093
940,286005,382126
941,362052,379166
942,,381143
943,325069,381143
944,270001,358376
945,244106,366313
946,326088,364396
947,277069,364396
948,365256,364396
949,298023,382150
950,304007,364402
951,381158,364402
952,362053,364402
953,247087,378116
954,191011,365237
955,381158,365237
956,247100,365412
957,321027,378176
958,273004,365412
959,218062,366308
960,191011,364409
961,326045,382162
962,,378180
963,322016,382169
964,362053,378185
965,219059,382051
966,325069,382169
967,191011,382051
968,269003,382051
969,366344,378185
970,305023,366366
971,287008,364421
972,270071,382051
973,381158,364421
974,364056,382170
975,381158,382170
976,278065,365434
977,277069,365434
978,220043,365434
979,200002,381185
980,200002,381185
981,217059,381188
982,255036,381185
983,287005,381185
984,328003,381185
985,271086,358422
986,308016,358424
987,243126,358425
988,366344,378204
989,365327,378204
990,247082,358434
991,305014,367025
992,305014,360009
993,,365020
994,320050,360017
995,297055,360017
996,244106,365020
997,321014,360025
998,298023,360019
999,,360028
1000,243126,361002
1001,183029,367051
1002,215061,364064
1003,362052,367025
1004,364056,367025
1005,362052,355059
1006,323133,360009
1007,297056,366067
1008,323087,364076
1009,362052,365064
1010,322112,365071
1011,295010,367087
1012,278015,355103
1013,220043,368002
1014,244132,367079
1015,302019,365109
1016,325079,365109
1017,255036,365109
1018,322109,366097
1019,321014,364110
1020,330004,365098
1021,183029,358103
1022,297055,367118
1023,325075,362119
1024,297013,362119
1025,,362119
1026,245078,360123
1027,328003,358114
1028,278015,366117
1029,217059,366117
1030,246091,365064
1031,305014,366118
1032,216056,355142
1033,321128,355142
1034,245039,367025
1035,321128,366126
1036,,365150
1037,,365150
1038,244137,366131
1039,310012,362119
1040,322112,367158
1041,166009,362156
1042,312012,362156
1043,,366146
1044,305014,366144
1045,362053,366144
1046,313031,366148
1047,249140,362172
1048,366040,367176
1049,321035,367176
1050,273051,358145
1051,322145,365180
1052,321014,366163
1053,287004,366162
1054,323133,365182
1055,241092,365182
1056,247040,358153
1057,,364201
1058,135012,364201
1059,219055,364201
1060,277069,358164
1061,320082,364210
1062,322013,362199
1063,271002,367206
1064,,366188
1065,362052,378014
1066,323100,366201
1067,295008,366201
1068,,380008
1069,269028,380008
1070,271086,355227
1071,249140,378036
1072,325075,378036
1073,278015,379040
1074,249137,366225
1075,,366225
1076,183029,365244
1077,269028,364255
1078,247080,365233
1079,325075,364269
1080,,365263
1081,249106,381024
1082,,365263
1083,255006,365265
1084,246097,381029
1085,243126,358244
1086,322088,365273
1087,278015,379041
1088,,366253
1089,308016,382032
1090,216058,366204
1091,327008,365292
1092,323060,358273
1093,216019,358273
1094,,358273
1095,365256,366264
1096,269040,366264
1097,293007,366264
1098,278015,378081
1099,241092,364308
1100,269072,364308
1101,322109,379041
1102,364056,365311
1103,181007,381014
1104,364260,358321
1105,249140,381093
1106,364056,366308
1107,191011,366308
1108,244106,366310
1109,,366310
1110,201005,358343
1111,249137,358343
1112,,381107
1113,,381107
1114,321027,379143
1115,297055,379148
1116,310017,379148
1117,362052,358321
1118,,366326
1119,241127,358330
1120,,365379
1121,243118,365379
1122,325069,381124
1123,364056,381124
1124,,365383
1125,304007,365383
1126,,379166
1127,323047,364388
1128,325079,381147
1129,323100,364396
1130,272065,364396
1131,362052,364396
1132,248056,382150
1133,365327,381159
1134,249140,381159
1135,241116,382155
1136,272005,365412
1137,,366308
1138,321075,366308
1139,365320,364409
1140,368001,378031
1141,241056,378185
1142,248084,378185
1143,216064,382051
1144,249134,382051
1145,362052,378185
1146,309019,366366
1147,277069,364421
1148,,382176
1149,241092,381188
1150,246079,381185
1151,314016,358424
1152,366344,358424
1153,217059,358425
1154,,358425
1155,378101,378204
1156,,378204
1157,366344,358434
1158,,360009
1159,245037,360009
1160,326036,360017
1161,278065,360017
1162,272005,365020
1163,321081,360017
1164,327084,360017
1165,278015,360017
1166,321094,360017
1167,321072,360017
1168,193010,360017
1169,245037,360019
1170,,360019
1171,241083,367052
1172,277059,361002
1173,312003,355049
1174,,364064
1175,,360057
1176,272005,355059
1177,220043,360057
1178,322112,360060
1179,304018,366067
1180,323100,364076
1181,327070,362070
1182,330004,365066
1183,305014,367079
1184,322112,360073
1185,298023,367079
1186,217028,360073
1187,323087,365075
1188,220013,367087
1189,293010,367087
1190,321075,367087
1191,323104,367087
1192,,355103
1193,327107,355103
1194,321128,360084
1195,291014,360084
1196,295008,360084
1197,217039,358086
1198,,366090
1199,243126,365109
1200,249133,364109
1201,305023,358025
1202,271086,366097
1203,245056,358103
1204,325075,366105
1205,313016,362119
1206,277038,362119
1207,325058,366110
1208,321128,358111
1209,325096,360123
1210,247100,360123
1211,245037,376002
1212,323047,360123
1213,183029,376002
1214,247015,358114
1215,321037,362131
1216,216019,366118
1217,272005,365140
1218,249140,366126
1219,135012,367145
1220,295010,367145
1221,358002,355147
1222,272005,355147
1223,366040,362143
1224,285011,367152
1225,269028,355049
1226,302019,355049
1227,351030,364159
1228,366040,367158
1229,325075,362156
1230,326088,362156
1231,362053,366146
1232,255006,366146
1233,217059,366144
1234,243126,355171
1235,248084,355171
1236,217059,362172
1237,216056,362172
1238,285011,367176
1239,135012,365176
1240,322109,365176
1241,297052,365180
1242,312012,365180
1243,,365180
1244,285011,366162
1245,325075,358149
1246,323133,358153
1247,364056,362185
1248,321027,358153
1249,217059,367194
1250,321005,367194
1251,270071,367196
1252,245016,364201
1253,328003,376002
1254,364052,365192
1255,278069,358164
1256,321014,362199
1257,244119,362199
1258,255028,362199
1259,249140,367206
1260,364052,366188
1261,,366188
1262,,366188
1263,,358180
1264,243064,361002
1265,249085,379069
1266,217039,367052
1267,323133,367087
1268,215046,376002
1269,271086,358114
1270,183029,365263
1271,295004,379166
1272,298008,355197
1273,243117,366192
1274,305014,358180
1275,,360150
1276,323109,366201
1277,249106,366201
1278,244136,366201
1279,325114,366204
1280,219055,366204
1281,,358204
1282,325079,379029
1283,322112,379040
1284,,379020
1285,323077,381014
1286,193010,381014
1287,362054,365263
1288,183029,365265
1289,215046,378017
1290,327107,378017
1291,,358238
1292,313016,365273
1293,245085,366251
1294,215061,366253
1295,358184,366253
1296,249050,366253
1297,272065,366253
1298,,366254
1299,243126,365282
1300,,378081
1301,,378081
1302,273020,364308
1303,293007,379084
1304,249075,364308
1305,327008,365233
1306,366040,379090
1307,325069,379090
1308,297055,366294
1309,249140,358321
1310,243126,358321
1311,191011,382091
1312,217059,381093
1313,216056,381093
1314,,381093
1315,271078,382091
1316,365256,366308
1317,246081,366308
1318,381070,381097
1319,321075,364247
1320,277012,358342
1321,243126,364368
1322,325069,364368
1323,362053,379147
1324,277012,379148
1325,362052,366294
1326,191011,366326
1327,325061,366326
1328,,358330
1329,243126,381118
1330,,381124
1331,364260,365383
1332,219055,365386
1333,365330,358362
1334,367007,358362
1335,241085,381130
1336,215061,381130
1337,244132,378155
1338,364061,378155
1339,286005,378155
1340,297052,364382
1341,314007,364382
1342,277012,381143
1343,,365393
1344,277056,364388
1345,321128,358376
1346,269019,358376
1347,278015,364396
1348,,364396
1349,314014,364396
1350,310012,382150
1351,249140,381159
1352,322112,364388
1353,325069,365237
1354,322067,365412
1355,278065,365412
1356,366040,365412
1357,285011,365412
1358,323100,365412
1359,248102,364409
1360,358002,378031
1361,364331,379197
1362,325079,358330
1363,183029,364421
1364,243126,365434
1365,285011,381188
1366,,382176
1367,,381188
1368,,381185
1369,362052,381185
1370,217059,381185
1371,381158,381185
1372,291014,379208
1373,,378199
1374,277056,358422
1375,322148,378199
1376,285011,358424
1377,322088,358425
1378,364056,378204
1379,241116,365279
1380,191011,378014
1381,297013,366201
1382,364056,378017
1383,,379019
1384,362053,380008
1385,249140,365233
1386,,355232
1387,191011,379029
1388,362053,379029
1389,368001,379029
1390,297052,366217
1391,324031,378036
1392,364056,378036
1393,325079,378036
1394,,379040
1395,305014,364269
1396,323133,365263
1397,249106,381024
1398,323133,381029
1399,247100,378017
1400,191011,358244
1401,277055,366253
1402,305023,366253
1403,270001,382032
1404,241080,366201
1405,,379069
1406,359001,379069
1407,183029,365251
1408,241084,379069
1409,214020,365251
1410,198013,366264
1411,257014,378081
1412,243126,378081
1413,295004,378081
1414,323060,379084
1415,,378081
1416,216064,364308
1417,323073,378081
1418,,378081
1419,308016,365233
1420,244106,366204
1421,249137,379097
1422,366040,366294
1423,249106,366294
1424,323020,381076
1425,217059,366294
1426,183029,382089
1427,362052,366308
1428,278015,366308
1429,183029,364247
1430,366040,358342
1431,270001,358342
1432,322013,358343
1433,243113,358343
1434,249137,358343
1435,249137,358343
1436,217059,381107
1437,241061,382106
1438,269080,379147
1439,362052,379147
1440,255036,366326
1441,244099,358330
1442,368001,381118
1443,241116,381118
1444,366040,358357
1445,365256,381124
1446,321014,365383
1447,322145,381093
1448,,382126
1449,,378155
1450,217059,378155
1451,323060,378155
1452,364056,379166
1453,183029,364382
1454,322088,364382
1455,365256,381143
1456,219028,364388
1457,249115,364388
1458,366040,358376
1459,295005,381147
1460,305001,358376
1461,183029,358383
1462,362054,364396
1463,193010,382150
1464,325114,381159
1465,,364388
1466,362053,365237
1467,366344,365237
1468,311010,365237
1469,,378176
1470,278012,365412
1471,325079,366355
1472,245065,364409
1473,366040,364409
1474,313017,378031
1475,366344,382169
1476,249127,378185
1477,249103,366366
1478,,379197
1479,,366366
1480,323133,382051
1481,249075,366366
1482,362052,382051
1483,327008,382170
1484,,378185
1485,248102,381188
1486,321017,381185
1487,215060,381185
1488,243126,379208
1489,277069,379208
1490,257014,358424
1491,278015,358425
1492,274001,358425
1493,,358425
1494,366344,381200
1495,,365279
1496,,378014
1497,323133,366201
1498,278065,379019
1499,271086,355227
1500,364056,365233
1501,325069,355232
1502,183029,355232
1503,246081,378014
1504,309019,366217
1505,191011,378039
1506,,366225
1507,217054,381014
1508,243087,365233
1509,325069,364269
1510,304018,364269
1511,249048,364269
1512,245039,365263
1513,351030,378017
1514,217039,358244
1515,325079,358244
1516,,358244
1517,295010,365273
1518,364061,365273
1519,327091,366251
1520,364061,366251
1521,,366253
1522,271078,366253
1523,311010,366253
1524,313020,366253
1525,,366202
1526,,366260
1527,219055,358273
1528,,358273
1529,,364308
1530,244106,364308
1531,249137,379090
1532,278015,381054
1533,217059,382051
1534,358184,382053
1535,,382053
1536,277055,382053
1537,255038,365311
1538,,365311
1539,249137,379097
1540,365318,366294
1541,323109,366294
1542,,382089
1543,327008,382089
1544,365327,365352
1545,355040,365352
1546,277054,358321
1547,,366308
1548,324052,366308
1549,382071,381097
1550,304018,364247
1551,312012,364361
1552,321025,364361
1553,,366310
1554,219028,366310
1555,362053,358342
1556,322013,358343
1557,327039,379143
1558,,379143
1559,,379143
1560,,365282
1561,247109,364375
1562,,365379
1563,220043,358357
1564,325079,381124
1565,364056,379158
1566,277055,379158
1567,,381093
1568,255036,358362
1569,191011,358362
1570,217059,381130
1571,218062,381130
1572,304018,378155
1573,243126,378155
1574,183029,364382
1575,297055,364382
1576,301025,364382
1577,217039,364382
1578,362054,364382
1579,216056,381140
1580,243117,381143
1581,298023,381143
1582,366040,365393
1583,278015,365393
1584,245042,364388
1585,285011,358376
1586,322145,381147
1587,,366313
1588,365320,381147
1589,,364396
1590,270001,364396
1591,323133,364396
1592,278062,358383
1593,382013,364396
1594,366344,381107
1595,381158,381107
1596,330004,365237
1597,183029,378176
1598,217059,365412
1599,214041,366308
1600,191011,366355
1601,215061,378180
1602,381065,382169
1603,364056,379197
1604,241025,378185
1605,246045,358330
1606,,382169
1607,327031,382169
1608,366344,382051
1609,310027,365434
1610,322149,365434
1611,362053,365434
1612,287008,381188
1613,200002,381185
1614,355040,381185
1615,,381185
1616,241127,378199
1617,366344,379208
1618,,358424
1619,322148,358424
1620,,365279
1621,269072,358434
1622,322027,358434
1623,216064,358434
1624,,358434
1625,,378036
1626,295004,379040
1627,322031,379040
1628,326078,379040
1629,245016,379041
1630,249137,366225
1631,215061,366225
1632,247100,366225
1633,298023,379020
1634,241127,364269
1635,301025,365263
1636,246130,381029
1637,249137,358238
1638,247033,358244
1639,364056,379041
1640,322016,366253
1641,249131,366253
1642,,366253
1643,325075,382032
1644,243113,379069
1645,227002,366264
1646,191011,366264
1647,255036,366264
1648,,366264
1649,364056,366264
1650,362054,378081
1651,273051,379090
1652,214015,379041
1653,365256,380008
1654,323020,378089
1655,365320,366294
1656,194018,366294
1657,277054,381076
1658,326045,381076
1659,,366294
1660,246070,382089
1661,,382089
1662,,382089
1663,183029,382089
1664,241084,382091
1665,293007,381093
1666,245085,366308
1667,305014,381097
1668,365256,364247
1669,364333,364361
1670,216059,366310
1671,,366310
1672,220043,381107
1673,325075,382106
1674,355040,379147
1675,362052,379148
1676,269003,379148
1677,247100,381112
1678,322112,381112
1679,295008,366326
1680,217059,366326
1681,272005,365379
1682,323047,381124
1683,364056,365386
1684,321075,358362
1685,,358362
1686,,381093
1687,255036,381130
1688,,381130
1689,191011,382133
1690,358002,382133
1691,362052,382133
1692,277069,364382
1693,,381143
1694,243117,365393
1695,,364388
1696,,364388
1697,365256,381147
1698,,381147
1699,321128,381147
1700,269003,364396
1701,,358383
1702,269028,382150
1703,301025,382150
1704,368001,382150
1705,366344,364402
1706,193010,364388
1707,366344,364388
1708,366344,364437
1709,287004,358321
1710,,358321
1711,366344,366308
1712,381158,366308
1713,247015,378180
1714,243087,366366
1715,257008,382051
1716,269070,382051
1717,249050,366366
1718,381158,382051
1719,366344,382176
1720,,381185
1721,328003,382176
